crawl_type,business_entity,model,skill,source_url,page_url,page_title,text_sample,status,error_message,level1_url,level2_url,level3_url,supplier_url,level1_title,level2_title,level3_title,supply_chain_info
增量,供应商,,playwright-script,https://kunshandaya.cn.gasgoo.com/,https://kunshandaya.cn.gasgoo.com/,,,failed,https://kunshandaya.cn.gasgoo.com/ -> playwright detail primary timeout；回退失败：HTTP 468,,,,https://kunshandaya.cn.gasgoo.com/,,,,2026/4/24 23:22:08 | 详情抓取策略：优先 Playwright（按所选技能） | 2026/4/24 23:22:08 | 尝试详情变体[1/1]：https://kunshandaya.cn.gasgoo.com/ | 2026/4/24 23:22:08 | 详情变体[1] 直接使用 Playwright 抓取 | 2026/4/24 23:23:28 | Playwright 超时，回退尝试 HTTP 详情抓取 | 2026/4/24 23:23:28 | 详情抓取回退失败：HTTP 468
