node_id,node_name,model,skill,source_url,list_page_url,detail_url,company_name,brand,vehicle_model,main_products,fit_export,quality_system,region,contact_action,website,address,company_intro,fit_situation,export_situation,certificates,company_type,org_code,established_date,registered_capital,employees_count,legal_representative,news_summary,status,error_message
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35183901/,格林美股份有限公司,,,,,,,查看,,,,,,,,,,,,,,success,
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35000799/,江森自控（中国）投资有限公司,,,,,,,查看,,,,,,,,,,,,,,success,
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35221452/,江西赣锋锂业集团股份有限公司,,,,,,江西赣锋锂业集团股份有限公司,查看,,,,,,,,,,,,,,success,
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35220542/,深圳市比克电池有限公司,,,,,,,查看,,,,,,,,,,,,,,success,
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35356375/,因湃电池科技有限公司,,,,,,,查看,,,,,,,,,,,,,,success,
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35455516/,鑫广再生资源（上海）有限公司,,,,,,上海）有限公司,查看,,,,,,,,,,,,,,success,
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35383318/,万华化学（烟台）电池材料科技有限公司,,,,,,,查看,,,,,,,,,,,,,,success,
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35210908/,山东高佳新能源有限公司,,,,,,山东高佳新能源有限公司,查看,,,,,,,,,,,,,,success,
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35264308/,广东邦普循环科技有限公司,,,,,,广东邦普循环科技有限公司,查看,,,,,,,,,,,,,,success,
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35386111/,广东马车动力科技有限公司,,,,,,广东马车动力科技有限公司,查看,,,,,,,,,,,,,,success,
,电池回收,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2155.html,https://i.gasgoo.com/supplier/c-2155.html,http://i.gasgoo.com/supplier/35316111/,安徽南都华铂新材料科技有限公司,,,,,,安徽南都华铂新材料科技有限公司,查看,,,,,,,,,,,,,,success,
