node_id,node_name,model,skill,source_url,list_page_url,detail_url,supplier_profile_url,company_name,brand,vehicle_model,main_products,fit_export,quality_system,region,contact_action,website,address,company_intro,fit_situation,export_situation,certificates,company_type,org_code,established_date,registered_capital,employees_count,legal_representative,news_summary,status,error_message
1329,电磁阀,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2105.html,https://i.gasgoo.com/supplier/c-1899.html,http://i.gasgoo.com/supplier/35279488/,http://i.gasgoo.com/supplier/35279488/,富临精工股份有限公司,,,电驱动系统（减速器,,,四川省绵阳市,查看,,,,,,,,,1997-11-10,122347.13万人民币,,,,success,
1329,电磁阀,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2105.html,https://i.gasgoo.com/supplier/c-1899.html,http://i.gasgoo.com/supplier/35182717/,http://i.gasgoo.com/supplier/35182717/,瑞立集团瑞安汽车零部件有限公司,,,气制动系统,,,浙江省温州市,查看,,,,,,,,,2004-03-04,5378.89万,,,,success,
1329,电磁阀,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2105.html,https://i.gasgoo.com/supplier/c-1899.html,http://i.gasgoo.com/supplier/35381551/,http://i.gasgoo.com/supplier/35381551/,辰致科技有限公司,,,线控悬架,,,重庆市,查看,,,,,,,,,2022-11-25,36000万人民币,,,,success,
1329,电磁阀,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2105.html,https://i.gasgoo.com/supplier/c-1899.html,http://i.gasgoo.com/supplier/35307353/,http://i.gasgoo.com/supplier/35307353/,天润智能控制系统集成有限公司,,,电磁阀,,,山东省威海市,查看,,,,,,,,,2020-05-20,35715万人民币,,,,success,
1329,电磁阀,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2105.html,https://i.gasgoo.com/supplier/c-1899.html,http://i.gasgoo.com/supplier/35404095/,http://i.gasgoo.com/supplier/35404095/,那智不二越（江苏）精密机械有限公司,,,电磁阀 配套客户：,,,江苏省苏州市,查看,,,,,,,,,2012-03-01,2300万,,,,success,
1329,电磁阀,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2105.html,https://i.gasgoo.com/supplier/c-1899.html,http://i.gasgoo.com/supplier/35002911/,http://i.gasgoo.com/supplier/35002911/,安斯泰莫汽车动力系统（广州）有限公司,,,高压燃料泵,,,广东省广州市,查看,,,,,,,,,2002-08-09,2000万,,,,success,
1329,电磁阀,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2105.html,https://i.gasgoo.com/supplier/c-1899.html,http://i.gasgoo.com/supplier/35404102/,http://i.gasgoo.com/supplier/35404102/,天津华安盛翔汽车零部件有限公司,,,电磁阀 配套客户：,,,天津市,查看,,,,,,,,,2011-11-10,10000万人民币,,,,success,
1329,电磁阀,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2105.html,https://i.gasgoo.com/supplier/c-1899.html,http://i.gasgoo.com/supplier/35307945/,http://i.gasgoo.com/supplier/35307945/,蓝讯汽车空气悬架系统（滁州）有限公司,,,空气悬架,,,安徽省滁州市,查看,,,,,,,,,2021-10-14,10000万人民币,,,,success,
1329,电磁阀,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2105.html,https://i.gasgoo.com/supplier/c-1899.html,http://i.gasgoo.com/supplier/35307333/,http://i.gasgoo.com/supplier/35307333/,湖州吉信科技发展有限公司,,,电磁阀,,,浙江省湖州市,查看,,,,,,,,,2018-09-28,10000万人民币,,,,success,
1329,电磁阀,gpt-5.4,web-access,https://i.gasgoo.com/supplier/c-2105.html,https://i.gasgoo.com/supplier/c-1899.html,http://i.gasgoo.com/supplier/35017693/,http://i.gasgoo.com/supplier/35017693/,浙江飞达利恩精密制造有限公司,,,电机轴,,,浙江省宁波市,查看,,,,,,,,,2004-07-21,1000万,,,,success,
