source_url,page_url,model,skill,mode,node_level,node_code,node_title,node_url,parent_code,parent_title,parent_url,level1_code,level1_title,level1_url,level2_code,level2_title,level2_url,level3_code,level3_title,level3_url,lineage,status,error_message
https://i.gasgoo.com/supplier/boom/c-10335.html,https://i.gasgoo.com/supplier/boom/c-10335.html,gpt-5.4,web-access,full,2,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,,供应链分类,,,供应链分类,,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,,,,供应链分类 > 热管理系统,success,
https://i.gasgoo.com/supplier/boom/c-10335.html,https://i.gasgoo.com/supplier/boom/c-10335.html,gpt-5.4,web-access,full,3,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,,供应链分类,,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,供应链分类 > 热管理系统 > 压缩机/电动压缩机,success,
https://i.gasgoo.com/supplier/boom/c-10335.html,https://i.gasgoo.com/supplier/boom/c-10335.html,gpt-5.4,web-access,full,4,10337,气缸盖,https://i.gasgoo.com/supplier/boom/c-10337.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,,供应链分类,,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,供应链分类 > 热管理系统 > 压缩机/电动压缩机 > 气缸盖,success,
https://i.gasgoo.com/supplier/boom/c-10335.html,https://i.gasgoo.com/supplier/boom/c-10335.html,gpt-5.4,web-access,full,4,10338,阀板组件,https://i.gasgoo.com/supplier/boom/c-10338.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,,供应链分类,,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,供应链分类 > 热管理系统 > 压缩机/电动压缩机 > 阀板组件,success,
https://i.gasgoo.com/supplier/boom/c-10335.html,https://i.gasgoo.com/supplier/boom/c-10335.html,gpt-5.4,web-access,full,4,10339,缸体,https://i.gasgoo.com/supplier/boom/c-10339.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,,供应链分类,,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,供应链分类 > 热管理系统 > 压缩机/电动压缩机 > 缸体,success,
https://i.gasgoo.com/supplier/boom/c-10335.html,https://i.gasgoo.com/supplier/boom/c-10335.html,gpt-5.4,web-access,full,4,10340,防旋齿轮,https://i.gasgoo.com/supplier/boom/c-10340.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,,供应链分类,,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,供应链分类 > 热管理系统 > 压缩机/电动压缩机 > 防旋齿轮,success,
https://i.gasgoo.com/supplier/boom/c-10335.html,https://i.gasgoo.com/supplier/boom/c-10335.html,gpt-5.4,web-access,full,4,10341,钢球,https://i.gasgoo.com/supplier/boom/c-10341.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,,供应链分类,,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,供应链分类 > 热管理系统 > 压缩机/电动压缩机 > 钢球,success,
https://i.gasgoo.com/supplier/boom/c-10335.html,https://i.gasgoo.com/supplier/boom/c-10335.html,gpt-5.4,web-access,full,4,10342,活塞,https://i.gasgoo.com/supplier/boom/c-10342.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,,供应链分类,,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,供应链分类 > 热管理系统 > 压缩机/电动压缩机 > 活塞,success,
https://i.gasgoo.com/supplier/boom/c-10335.html,https://i.gasgoo.com/supplier/boom/c-10335.html,gpt-5.4,web-access,full,4,10343,球形连杆,https://i.gasgoo.com/supplier/boom/c-10343.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,,供应链分类,,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,供应链分类 > 热管理系统 > 压缩机/电动压缩机 > 球形连杆,success,
https://i.gasgoo.com/supplier/boom/c-10335.html,https://i.gasgoo.com/supplier/boom/c-10335.html,gpt-5.4,web-access,full,4,10344,斜盘,https://i.gasgoo.com/supplier/boom/c-10344.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,,供应链分类,,10335,热管理系统,https://i.gasgoo.com/supplier/boom/c-10335.html,10336,压缩机/电动压缩机,https://i.gasgoo.com/supplier/boom/c-10336.html,供应链分类 > 热管理系统 > 压缩机/电动压缩机 > 斜盘,success,
