crawl_type,business_entity,model,skill,source_url,page_url,page_title,text_sample,status,error_message,level1_url,level2_url,level3_url,supplier_url
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2018&page=4&region=深圳&time=thisyear&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2018&page=4&region=深圳&time=thisyear&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2018&page=4&time=nextyear&leibie=1&region=上海,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2018&page=4&time=nextyear&leibie=1&region=上海,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2018&page=4&time=thisyear&region=北京&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2018&page=4&time=thisyear&region=北京&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2019&leibie=1&time=preyear&region=重庆,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2019&leibie=1&time=preyear&region=重庆,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=1&region=上海,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=1&region=上海,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=1&region=长春,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=1&region=长春,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=2&region=上海,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=2&region=上海,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=2&region=成都,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=2&region=成都,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=2&region=武汉,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=2&region=武汉,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=2&region=重庆,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&leibie=2&region=重庆,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&region=北京&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&region=北京&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&region=长春&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=nextyear&region=长春&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=preyear&region=其他&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2019&time=preyear&region=其他&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2020&leibie=2&region=长春,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2020&leibie=2&region=长春,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2020&leibie=2&region=长春&time=preyear,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2020&leibie=2&region=长春&time=preyear,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2020&leibie=2&time=preyear&region=郑州,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2020&leibie=2&time=preyear&region=郑州,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2020&region=成都&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2020&region=成都&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2020&region=长春&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2020&region=长春&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&leibie=2&region=北京&time=nextyear,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&leibie=2&region=北京&time=nextyear,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&leibie=2&time=nextyear&region=其他,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&leibie=2&time=nextyear&region=其他,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&leibie=2&time=thisyear&region=其他,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&leibie=2&time=thisyear&region=其他,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&region=上海&time=thisyear&leibie=3,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&region=上海&time=thisyear&leibie=3,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&region=北京&time=nextyear&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&region=北京&time=nextyear&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&time=nextyear&leibie=2&region=北京,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&time=nextyear&leibie=2&region=北京,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&time=preyear&region=北京&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&time=preyear&region=北京&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&time=thisyear&leibie=3&region=北京,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&time=thisyear&leibie=3&region=北京,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&leibie=1&months=7&time=thisyear&region=北京,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&leibie=1&months=7&time=thisyear&region=北京,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&leibie=1&months=7&time=thisyear&region=郑州,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&leibie=1&months=7&time=thisyear&region=郑州,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&leibie=1&months=7&time=thisyear&region=长春,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&leibie=1&months=7&time=thisyear&region=长春,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&leibie=3&region=上海,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&leibie=3&region=上海,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&leibie=3&region=成都,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&leibie=3&region=成都,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&leibie=1&region=北京,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&leibie=1&region=北京,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&leibie=1&region=沈阳,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&leibie=1&region=沈阳,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&leibie=2&region=郑州,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&leibie=2&region=郑州,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&leibie=3&region=上海,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&leibie=3&region=上海,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&region=其他&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&region=其他&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&region=沈阳&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&region=沈阳&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&region=深圳&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&region=深圳&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&region=长春&leibie=3,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&months=7&time=thisyear&region=长春&leibie=3,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&region=广州&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&region=广州&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&region=武汉&time=nextyear&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&region=武汉&time=nextyear&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&region=深圳&leibie=1&months=7&time=thisyear,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&region=深圳&leibie=1&months=7&time=thisyear,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&region=深圳&leibie=3,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&region=深圳&leibie=3,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&region=深圳&months=7&time=thisyear&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&region=深圳&months=7&time=thisyear&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&time=nextyear&region=上海&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&time=nextyear&region=上海&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&time=thisyear&leibie=3&region=杭州,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&time=thisyear&leibie=3&region=杭州,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&time=thisyear&region=广州&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&time=thisyear&region=广州&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&time=thisyear&region=广州&leibie=3,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&time=thisyear&region=广州&leibie=3,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&time=thisyear&region=深圳&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=1&time=thisyear&region=深圳&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&leibie=2&region=其他,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&leibie=2&region=其他,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&leibie=2&region=其他&time=preyear,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&leibie=2&region=其他&time=preyear,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&leibie=3&region=北京&time=preyear,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&leibie=3&region=北京&time=preyear,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&leibie=3&time=preyear&region=成都,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&leibie=3&time=preyear&region=成都,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&months=7&time=thisyear&leibie=3&region=北京,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&months=7&time=thisyear&leibie=3&region=北京,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&months=7&time=thisyear&region=广州&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&months=7&time=thisyear&region=广州&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&months=7&time=thisyear&region=成都&leibie=3,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&months=7&time=thisyear&region=成都&leibie=3,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&region=其他&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&region=其他&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&region=其他&months=7&time=thisyear&leibie=2,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&region=其他&months=7&time=thisyear&leibie=2,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&region=北京&months=7&time=thisyear&leibie=3,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&region=北京&months=7&time=thisyear&leibie=3,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&region=广州&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=11&region=广州&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=2&region=北京,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=2&region=北京,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=2&region=郑州,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=2&region=郑州,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&region=沈阳&time=thisyear,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&region=沈阳&time=thisyear,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&region=深圳&time=preyear,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&region=深圳&time=preyear,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&time=nextyear,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&time=nextyear,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&time=nextyear&region=杭州,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&time=nextyear&region=杭州,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&time=nextyear&region=长春,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&time=nextyear&region=长春,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&time=preyear&region=沈阳,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&leibie=3&time=preyear&region=沈阳,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&months=7&time=thisyear&leibie=3,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&months=7&time=thisyear&leibie=3,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&months=7&time=thisyear&leibie=3&region=沈阳,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&months=7&time=thisyear&leibie=3&region=沈阳,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&months=7&time=thisyear&leibie=3&region=深圳,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&months=7&time=thisyear&leibie=3&region=深圳,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&months=7&time=thisyear&region=沈阳&leibie=3,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&months=7&time=thisyear&region=沈阳&leibie=3,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&region=成都&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&region=成都&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&region=深圳&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&region=深圳&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&region=深圳&time=preyear&leibie=1,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=12&region=深圳&time=preyear&leibie=1,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=2&leibie=2&region=北京,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=2&leibie=2&region=北京,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=2&region=长春&leibie=3,产品分类 L3,分类层级 leibie=3,success,,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=2&region=长春&leibie=3,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=3&leibie=1&region=其他,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=3&leibie=1&region=其他,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=3&leibie=1&time=thisyear&region=上海,产品分类 L1,分类层级 leibie=1,success,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=3&leibie=1&time=thisyear&region=上海,,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=3&leibie=2&region=其他&time=preyear,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=3&leibie=2&region=其他&time=preyear,,
全量,供应链,gpt-5.4,Playwright（浏览器自动化）,https://www.chinaautosupplier.com/,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=3&leibie=2&region=深圳,产品分类 L2,分类层级 leibie=2,success,,,https://www.qcgys.com/article.php?cid=63&nianfen=2024&yuefen=3&leibie=2&region=深圳,,
