crawl_type,business_entity,model,skill,source_url,page_url,page_title,text_sample,status,error_message,level1_url,level2_url,level3_url,supplier_url,level1_title,level2_title,level3_title,supply_chain_info
增量,供应商,,playwright-script,https://kunshandaya.cn.gasgoo.com/,https://kunshandaya.cn.gasgoo.com/,,,failed,https://kunshandaya.cn.gasgoo.com/ -> HTTP 468,,,,https://kunshandaya.cn.gasgoo.com/,,,,2026/4/24 22:34:26 | 详情抓取策略：优先 Playwright（按所选技能） | 2026/4/24 22:34:26 | 尝试详情变体[1/1]：https://kunshandaya.cn.gasgoo.com/ | 2026/4/24 22:34:26 | 详情变体[1] 直接使用 Playwright 抓取 | 2026/4/24 22:34:35 | Playwright聚合结果：name=-，intro=0，products=0，fit=0，export=0，contact=0，quality=0 | 2026/4/24 22:34:35 | Playwright结果仍不完整，回退尝试 HTTP 聚合
